Longitude,Latitude,DistanceToPetrol,DistanceToEV,PetrolDistanceBin,EVDistanceBin
134.537,-31.138,136.0,145.0,4,4
134.537,-30.638,140.0,191.0,4,4
134.537,-30.138,127.0,240.0,4,4
134.537,-29.638,73.0,279.0,3,4
134.537,-29.138,28.0,228.0,2,4
134.537,-28.638,48.0,180.0,2,4
134.537,-28.138,59.0,138.0,3,4
134.537,-27.638,61.0,108.0,3,4
134.537,-27.138,101.0,103.0,4,4
134.537,-26.638,126.0,126.0,4,4
134.537,-26.138,165.0,165.0,4,4
134.537,-25.638,157.0,212.0,4,4
134.537,-25.138,149.0,176.0,4,4
134.537,-24.638,126.0,128.0,4,4
134.537,-24.138,86.0,88.0,3,3
134.537,-23.638,71.0,74.0,3,3
134.537,-23.138,95.0,96.0,3,3
134.537,-22.638,137.0,139.0,4,4
134.537,-22.138,125.0,188.0,4,4
134.537,-21.638,116.0,241.0,4,4
134.537,-21.138,65.0,294.0,3,4
134.537,-20.638,35.0,348.0,2,4
134.537,-20.138,66.0,403.0,3,4
134.537,-19.638,38.0,458.0,2,4
134.537,-19.138,49.0,513.0,2,4
134.537,-18.638,90.0,568.0,3,4
134.537,-18.138,85.0,623.0,3,4
134.537,-17.638,110.0,678.0,4,4
134.537,-17.138,120.0,663.0,4,4
134.537,-16.638,125.0,621.0,4,4
134.537,-16.138,130.0,581.0,4,4
134.537,-15.638,148.0,543.0,4,4
134.537,-15.138,165.0,507.0,4,4
134.537,-14.638,167.0,476.0,4,4
134.537,-14.138,185.0,449.0,4,4
134.537,-13.638,217.0,428.0,4,4
134.537,-13.138,197.0,414.0,4,4
134.537,-12.638,190.0,406.0,4,4
134.537,-12.138,199.0,406.0,4,4
135.037,-33.638,65.0,81.0,3,3
135.037,-33.138,39.0,48.0,2,2
135.037,-32.638,65.0,24.0,3,2
135.037,-32.138,111.0,68.0,4,3
135.037,-31.638,109.0,122.0,4,4
135.037,-31.138,82.0,177.0,3,4
135.037,-30.638,87.0,224.0,3,4
135.037,-30.138,122.0,267.0,4,4
135.037,-29.638,76.0,304.0,3,4
135.037,-29.138,34.0,258.0,2,4
135.037,-28.638,51.0,216.0,3,4
135.037,-28.138,102.0,183.0,4,4
135.037,-27.638,113.0,162.0,4,4
135.037,-27.138,139.0,159.0,4,4
135.037,-26.638,174.0,174.0,4,4
135.037,-26.138,204.0,204.0,4,4
135.037,-25.638,210.0,243.0,4,4
135.037,-25.138,204.0,206.0,4,4
135.037,-24.638,164.0,166.0,4,4
135.037,-24.138,136.0,138.0,4,4
135.037,-23.638,127.0,129.0,4,4
135.037,-23.138,141.0,143.0,4,4
135.037,-22.638,173.0,175.0,4,4
135.037,-22.138,180.0,216.0,4,4
135.037,-21.638,143.0,263.0,4,4
135.037,-21.138,106.0,313.0,4,4
135.037,-20.638,91.0,364.0,3,4
135.037,-20.138,107.0,417.0,4,4
135.037,-19.638,94.0,470.0,3,4
135.037,-19.138,98.0,524.0,3,4
135.037,-18.638,128.0,578.0,4,4
135.037,-18.138,140.0,632.0,4,4
135.037,-17.638,158.0,687.0,4,4
135.037,-17.138,172.0,700.0,4,4
135.037,-16.638,155.0,660.0,4,4
135.037,-16.138,142.0,621.0,4,4
135.037,-15.638,149.0,585.0,4,4
135.037,-15.138,175.0,553.0,4,4
135.037,-14.638,212.0,524.0,4,4
135.037,-14.138,236.0,500.0,4,4
135.037,-13.638,253.0,481.0,4,4
135.037,-13.138,222.0,468.0,4,4
135.037,-12.638,201.0,462.0,4,4
135.537,-34.638,8.0,174.0,1,4
135.537,-34.138,55.0,122.0,3,4
135.537,-33.638,65.0,66.0,3,3
135.537,-33.138,12.0,13.0,2,2
135.537,-32.638,46.0,46.0,2,2
135.537,-32.138,101.0,101.0,4,4
135.537,-31.638,78.0,143.0,3,4
135.537,-31.138,30.0,193.0,2,4
135.537,-30.638,44.0,244.0,2,4
135.537,-30.138,95.0,298.0,3,4
135.537,-29.638,111.0,336.0,4,4
135.537,-29.138,88.0,295.0,3,4
135.537,-28.638,96.0,260.0,3,4
135.537,-28.138,130.0,232.0,4,4
135.537,-27.638,167.0,216.0,4,4
135.537,-27.138,186.0,214.0,4,4
135.537,-26.638,217.0,226.0,4,4
135.537,-26.138,250.0,249.0,4,4
135.537,-25.638,265.0,282.0,4,4
135.537,-25.138,243.0,245.0,4,4
135.537,-24.638,210.0,212.0,4,4
135.537,-24.138,189.0,191.0,4,4
135.537,-23.638,182.0,185.0,4,4
135.537,-23.138,193.0,195.0,4,4
135.537,-22.638,217.0,219.0,4,4
135.537,-22.138,222.0,253.0,4,4
135.537,-21.638,184.0,294.0,4,4
135.537,-21.138,156.0,340.0,4,4
135.537,-20.638,146.0,387.0,4,4
135.537,-20.138,157.0,437.0,4,4
135.537,-19.638,150.0,488.0,4,4
135.537,-19.138,152.0,540.0,4,4
135.537,-18.638,173.0,593.0,4,4
135.537,-18.138,195.0,623.0,4,4
135.537,-17.638,194.0,650.0,4,4
135.537,-17.138,146.0,681.0,4,4
135.537,-16.638,106.0,700.0,4,4
135.537,-16.138,86.0,664.0,3,4
135.537,-15.638,98.0,630.0,3,4
135.537,-15.138,134.0,600.0,4,4
135.537,-14.138,230.0,552.0,4,4
135.537,-13.638,213.0,535.0,4,4
135.537,-13.138,175.0,523.0,4,4
135.537,-12.638,148.0,517.0,4,4
135.537,-12.138,139.0,517.0,4,4
136.037,-34.138,27.0,111.0,2,4
136.037,-33.638,50.0,69.0,2,3
136.037,-33.138,42.0,42.0,2,2
136.037,-32.638,70.0,70.0,3,3
136.037,-32.138,120.0,119.0,4,4
136.037,-31.638,81.0,169.0,3,4
136.037,-31.138,37.0,221.0,2,4
136.037,-30.638,49.0,267.0,2,4
136.037,-30.138,98.0,317.0,3,4
136.037,-29.638,134.0,368.0,4,4
136.037,-29.138,143.0,338.0,4,4
136.037,-28.638,148.0,307.0,4,4
136.037,-28.138,172.0,284.0,4,4
136.037,-27.638,208.0,271.0,4,4
136.037,-27.138,236.0,269.0,4,4
136.037,-26.638,262.0,279.0,4,4
136.037,-26.138,295.0,298.0,4,4
136.037,-25.638,320.0,323.0,4,4
136.037,-25.138,287.0,289.0,4,4
136.037,-24.638,260.0,262.0,4,4
136.037,-24.138,243.0,245.0,4,4
136.037,-23.638,238.0,240.0,4,4
136.037,-23.138,246.0,248.0,4,4
136.037,-22.638,266.0,268.0,4,4
136.037,-22.138,262.0,296.0,4,4
136.037,-21.638,230.0,332.0,4,4
136.037,-21.138,209.0,373.0,4,4
136.037,-20.638,202.0,417.0,4,4
136.037,-20.138,210.0,463.0,4,4
136.037,-19.638,205.0,512.0,4,4
136.037,-19.138,206.0,527.0,4,4
136.037,-18.638,222.0,548.0,4,4
136.037,-18.138,232.0,574.0,4,4
136.037,-17.638,177.0,604.0,4,4
136.037,-17.138,122.0,637.0,4,4
136.037,-16.638,70.0,673.0,3,4
136.037,-16.138,31.0,708.0,2,4
136.037,-15.638,56.0,677.0,3,4
136.037,-13.138,135.0,578.0,4,4
136.037,-12.638,98.0,573.0,3,4
136.537,-33.638,8.0,44.0,1,2
136.537,-33.138,14.0,13.0,2,2
136.537,-32.638,58.0,57.0,3,3
136.537,-32.138,113.0,112.0,4,4
136.537,-31.638,115.0,164.0,4,4
136.537,-31.138,76.0,201.0,3,4
136.537,-30.638,41.0,246.0,2,4
136.537,-30.138,55.0,294.0,3,4
136.537,-29.638,102.0,321.0,4,4
136.537,-29.138,155.0,338.0,4,4
136.537,-28.638,202.0,357.0,4,4
136.537,-28.138,220.0,337.0,4,4
136.537,-27.638,250.0,327.0,4,4
136.537,-27.138,287.0,325.0,4,4
136.537,-26.638,310.0,333.0,4,4
136.537,-26.138,315.0,349.0,4,4
136.537,-25.638,315.0,366.0,4,4
136.537,-25.138,325.0,337.0,4,4
136.537,-24.638,312.0,314.0,4,4
136.537,-24.138,298.0,300.0,4,4
136.537,-23.638,294.0,296.0,4,4
136.537,-23.138,300.0,302.0,4,4
136.537,-22.638,316.0,319.0,4,4
136.537,-22.138,303.0,343.0,4,4
136.537,-21.638,260.0,374.0,4,4
136.537,-21.138,222.0,411.0,4,4
136.537,-20.638,193.0,442.0,4,4
136.537,-20.138,178.0,447.0,4,4
136.537,-19.638,179.0,458.0,4,4
136.537,-19.138,196.0,475.0,4,4
136.537,-18.638,227.0,498.0,4,4
136.537,-18.138,231.0,526.0,4,4
136.537,-17.638,176.0,559.0,4,4
136.537,-17.138,121.0,594.0,4,4
136.537,-16.638,68.0,633.0,3,4
136.537,-16.138,27.0,674.0,2,4
136.537,-14.138,215.0,657.0,4,4
136.537,-12.638,58.0,628.0,3,4
136.537,-12.138,28.0,629.0,2,4
137.037,-35.138,41.0,14.0,2,2
137.037,-33.638,14.0,13.0,2,2
137.037,-33.138,56.0,56.0,3,3
137.037,-32.638,69.0,70.0,3,3
137.037,-32.138,86.0,88.0,3,3
137.037,-31.638,121.0,123.0,4,4
137.037,-31.138,67.0,169.0,3,4
137.037,-30.638,19.0,220.0,2,4
137.037,-30.138,42.0,257.0,2,4
137.037,-29.638,96.0,267.0,3,4
137.037,-29.138,151.0,287.0,4,4
137.037,-28.638,206.0,317.0,4,4
137.037,-28.138,262.0,352.0,4,4
137.037,-27.638,296.0,382.0,4,4
137.037,-27.138,292.0,381.0,4,4
137.037,-26.638,271.0,387.0,4,4
137.037,-26.138,259.0,402.0,4,4
137.037,-25.638,259.0,413.0,4,4
137.037,-25.138,271.0,386.0,4,4
137.037,-24.638,273.0,367.0,4,4
137.037,-24.138,272.0,355.0,4,4
137.037,-23.638,282.0,352.0,4,4
137.037,-23.138,303.0,357.0,4,4
137.037,-22.638,322.0,371.0,4,4
137.037,-22.138,275.0,392.0,4,4
137.037,-21.638,226.0,400.0,4,4
137.037,-21.138,181.0,389.0,4,4
137.037,-20.638,144.0,386.0,4,4
137.037,-20.138,123.0,392.0,4,4
137.037,-19.638,124.0,404.0,4,4
137.037,-19.138,149.0,424.0,4,4
137.037,-18.638,187.0,450.0,4,4
137.037,-18.138,201.0,481.0,4,4
137.037,-17.638,192.0,516.0,4,4
137.037,-17.138,144.0,554.0,4,4
137.037,-16.638,103.0,595.0,4,4
137.037,-16.138,82.0,639.0,3,4
137.537,-35.638,11.0,8.0,2,1
137.537,-35.138,15.0,16.0,2,2
137.537,-34.638,16.0,16.0,2,2
137.537,-34.138,7.0,53.0,1,3
137.537,-32.638,29.0,29.0,2,2
137.537,-32.138,43.0,45.0,2,2
137.537,-31.638,95.0,97.0,3,3
137.537,-31.138,97.0,151.0,3,4
137.537,-30.638,72.0,204.0,3,4
137.537,-30.138,81.0,201.0,3,4
137.537,-29.638,116.0,214.0,4,4
137.537,-29.138,157.0,239.0,4,4
137.537,-28.638,205.0,274.0,4,4
137.537,-28.138,256.0,314.0,4,4
137.537,-27.638,280.0,359.0,4,4
137.537,-27.138,245.0,406.0,4,4
137.537,-26.638,218.0,442.0,4,4
137.537,-26.138,204.0,455.0,4,4
137.537,-25.638,204.0,461.0,4,4
137.537,-25.138,219.0,438.0,4,4
137.537,-24.638,218.0,420.0,4,4
137.537,-24.138,217.0,410.0,4,4
137.537,-23.638,230.0,407.0,4,4
137.537,-23.138,254.0,412.0,4,4
137.537,-22.638,266.0,395.0,4,4
137.537,-22.138,255.0,367.0,4,4
137.537,-21.638,202.0,347.0,4,4
137.537,-21.138,150.0,334.0,4,4
137.537,-20.638,103.0,331.0,4,4
137.537,-20.138,69.0,337.0,3,4
137.537,-19.638,72.0,351.0,3,4
137.537,-19.138,109.0,374.0,4,4
137.537,-18.638,157.0,403.0,4,4
137.537,-18.138,146.0,437.0,4,4
137.537,-17.638,148.0,475.0,4,4
137.537,-17.138,169.0,517.0,4,4
