N,X,Y
STUMPY'S GATEWAY ROADHOUSE,117.007377,-32.365903
COLES EXPRESS CLAREMONT,115.783957,-31.982216
7-ELEVEN BASSENDEAN,115.9308682,-31.9063297
WUBIN ROADHOUSE,116.632876,-30.107591
BP CONNECT MANDURAH FORUM,115.741959,-32.536583
BP COCKLEBIDDY,126.097003,-32.037678
WOOLWORTHS CALTEX MANDURAH,115.740522,-32.536318
COLES EXPRESS KARRATHA,116.849121,-20.735526
CALTEX WOOLWORTHS JOONDALUP,115.764167,-31.741162
GULL EAST BUNBURY,115.654388,-33.336007
CALTEX NORTHAM,116.677227,-31.649909
BP AUSTRALIND,115.713863,-33.279413
CALTEX NARROGIN,117.176962,-32.9308
LIBERTY DONNYBROOK,115.825081,-33.575749
COSTCO PERTH AIRPORT,115.951869,-31.940377
INDEPENDENT SERPENTINE,115.991811,-32.364869
7-ELEVEN HAYNES,115.984399,-32.147485
COLES EXPRESS MIDDLE SWAN,116.011063,-31.87454
CALTEX GOOMALLING,116.83169,-31.298889
PUMA WARNBRO,115.749757,-32.326142
LIBERTY DENMARK,117.353959,-34.960899
WIDGIEMOOLTHA TARVERN AND ROADHOUSE,121.578768,-31.496091
COLES EXPRESS CANNING VALE,115.895682,-32.070404
SHELL FRESH TRADING CO ASCOT,115.951987,-31.925213
CALTEX BUSSELTON,115.350029,-33.667544
WOOLWORTHS CALTEX BUNBURY,115.658934,-33.338259
BP BROWN RANGE,113.712723,-24.862448
COLES EXPRESS EDGEWATER,115.778794,-31.769528
BP OVERLANDER ROADHOUSE,114.464023,-26.411767
KARRI HI ,117.35415,-34.95998
BASKERVILLE,116.021295,-31.797583
CALTEX LEEDERVILLE,115.84012,-31.936651
BP EAST ROCKINGHAM,115.780512,-32.276459
CUE ROADHOUSE,117.894625,-27.426813
CALTEX EXMOUTH,114.127371,-21.932725
BP GOOMALLING,116.831773,-31.294626
INDEPENDENT WAROONA,115.917655,-32.835737
CALTEX AUGUSTA,115.159249,-34.315833
NIGHTOWL SHELL BELLEVUE,116.032806,-31.895576
CALTEX BEECHBORO,115.924298,-31.868932
COLES EXPRESS KEWDALE,115.958419,-31.980117
CALTEX MERREDIN,118.274249,-31.481252
BP KALGOORLIE TRUCKSTOP,121.489609,-30.806369
COLES EXPRESS DIANELLA,115.88263,-31.905817
PUMA BELLEVUE,116.019736,-31.899056
GERALDTON ,114.5935748,-28.78153223
BP ROEBOURNE,117.146012,-20.768075
SHELL MAHOMETS FLATS,114.616008,-28.791215
YELLOWDINE ROADHOUSE,119.654925,-31.296184
BETTER CHOICE BELLEVUE,116.019419,-31.893058
CALTEX BENTLEY,115.914205,-32.01217
INDEPENDENT MORAWA,116.009518,-29.211598
COLES EXPRESS BENTLEY,115.918701,-32.000615
BP CARINE SHOP,115.785757,-31.845441
INDEPENDENT CUE,117.897208,-27.423845
7-ELEVEN KELMSCOTT,115.999775,-32.128644
LIBERTY PINJARRA,115.872693,-32.63111
CALTEX WAROONA,115.920551,-32.840023
COLES EXPRESS DAMPIER,116.707005,-20.66523
LIBERTY-COMO,115.859453,-31.99426
GULL DIANELLA,115.881988,-31.906418
7-ELEVEN MORLEY,115.903047,-31.903344
CALTEX BYFORD,116.00805,-32.226372
7-ELEVEN MALAGA,115.908098,-31.856778
CALTEX SOUTHERN CROSS,119.331935,-31.232209
WOOLWORTHS CALTEX SOUTHERN RIVER,115.935896,-32.096434
AMPOL WELSHPOOL,115.9624469,-31.99027591
CAUSEWAY ,115.355726,-33.660947
COLES EXPRESS MOUNT LAWLEY,115.859166,-31.923826
BP BELLEVUE,116.031402,-31.895361
BETTER CHOICE TUART HILL,115.841447,-31.897268
7-ELEVEN CANNING VALE,115.923934,-32.092476
BP ELLENBROOK,115.963073,-31.775436
PUMA ARMADALE CENTRAL,116.01409,-32.151032
PUMA BYFORD,115.977648,-32.207484
CALTEX SECRET HARBOUR,115.759332,-32.407128
CALTEX MANDURAH,115.747447,-32.518076
MADURA SHELL,127.019892,-31.899712
GULL TARCOOLA BEACH,114.621032,-28.802742
7-ELEVEN WATTLE GROVE,115.985784,-32
BP BALLAJURA,115.877218,-31.826558
CALTEX SWAN VIEW,116.042123,-31.885682
CENTREPOINT SHELL,116.15194,-33.35734
BP KENWICK,115.980565,-32.005588
CALTEX MALAGA,115.878516,-31.848171
WOOLWORTHS CALTEX BECKENHAM,115.954792,-32.022113
CALTEX,120.0442102,-33.58211356
BP CONNECT THOMSONS LAKE,115.853778,-32.129239
BP LANGFORD,115.932522,-32.047177
NORTHAM,116.662306,-31.653726
SALMON GUMS ROADHOUSE,121.643122,-32.980217
VIBE YANGEBUP,115.795446,-32.116891
UNITED NEERABUP,115.743141,-31.672434
7-ELEVEN MIDDLE SWAN,116.011586,-31.873671
AMPOL MULLEWA,115.511764,-28.539686
PUMA WATTLE GROVE,115.988809,-32.006356
BP PARKLANDS,115.650171,-33.341511
7-ELEVEN SUCCESS,115.839346,-32.126356
AMPOL CARBUNUP RIVER,115.189016,-33.699018
ORD RIVER ROADHOUSE,128.739912,-15.778303
COLES EXPRESS ALBANY,117.87082,-35.00979
INDEPENDENT NANNUP,115.764855,-33.980489
INDEPENDENT KELLERBERRIN,117.723162,-31.633036
GERALDTON ,114.5937327,-28.78303294
MORAWA ,116.008834,-29.220295
BRANKO BP MOTORS,128.11596,-15.483289
INDEPENDENT DOMESTIC PRECINCT PERTH AIRPORT,115.957342,-31.930868
COLES EXPRESS BROOKDALE,115.985303,-32.147485
COLES EXPRESS KALAMUNDA,116.059356,-31.973541
CALTEX PORT HEDLAND,118.590552,-20.38085379
BP KELMSCOTT,116.016532,-32.11859
INDEPENDENT MANJIMUP,116.140946,-34.248062
BP SPENCER PARK,117.89953,-35.00899
INDEPENDENT BRUNSWICK,115.836856,-33.259638
CALTEX EATON,115.696625,-33.31111
SHELL BULLSBROOK,116.031356,-31.671581
BP MORRISON ROAD,116.030938,-31.886217
7-ELEVEN HARRISDALE,115.92601,-32.125599
BP CONNECT SOUTH PERTH,115.851951,-31.972717
CALTEX SOUTH HEDLAND,118.595245,-20.401458
PUMA KARRAGULLEN MOTORS,116.116604,-32.099918
BP BRUCE ROCK,118.149349,-31.874462
SHELL ENEABBA ROADHOUSE,115.266162,-29.819954
CALTEX THORNLIE,115.939099,-32.061096
BP CONNECT EAST PERTH,115.87651,-31.950621
COLROY COUNTRY KITCHEN,115.563329,-33.551584
BINNINGUP,115.688363,-33.14962
CALTEX WOOLWORTHS PORT KENNEDY,115.75592,-32.373781
BP CONNECT KWINANA HUB,115.812744,-32.244485
BP BENTLEY,115.920364,-32.002679
BP CONNECT PHOENIX,115.783182,-32.094339
BP FLORES ROAD,114.63366,-28.764337
CALTEX WANGARA,115.828289,-31.787619
UNITED QUINNS ROCKS,115.708282,-31.672657
PUMA MERRIWA,115.706131,-31.659802
BP PLACID ARK,115.881823,-32.727019
BP ATTADALE,115.808896,-32.031729
GERALDTON ,114.5958874,-28.78345997
BP FITZROY CROSSING,125.565051,-18.19678
GERALDTON FUEL,115.7663783,-29.53581041
COLES EXPRESS CARNARVON,113.701989,-24.862864
HYDEN ,118.8611413,-32.45131991
BP DESERT PALMS,122.400725,-28.625142
AMPOL JERRAMUNGUP,118.92098,-33.940338
AMPOL WALPOLE,116.730399,-34.976683
CALTEX NORSEMAN,121.778364,-32.189703
INDEPENDENT MADDINGTON,116.000983,-32.034654
COLES EXPRESS KARAWARA,115.884138,-32.011831
CALTEX WESTMINSTER,115.829866,-31.867633
CALTEX TOODYAY,116.475565,-31.555486
BP SILVER SANDS,115.73126,-32.519919
PUMA LANDSDALE,115.841526,-31.801116
CALTEX WOOLWORTHS MURDOCH,115.835686,-32.063396
COLES EXPRESS OCEAN REEF,115.749534,-31.767346
BP CONNECT CARLISLE,115.918844,-31.972235
MORGANTOWN,113.660723,-24.877762
DIRECT FUEL SUPPLIES,116.1384898,-33.95900404
WOOLWORTHS CALTEX FLOREAT,115.793889,-31.936694
BP THE LAKES,116.320595,-31.875708
INDEPENDENT GNOWANGERUP,118.005604,-33.934021
BP BREMER BAY,119.375558,-34.398655
INDEPENDENT KONDININ,118.265038,-32.494925
VIBE ASCOT IGA XPRESS,115.934361,-31.935968
COLES EXPRESS HALLS CREEK,127.66661,-18.224348
VIBE BEDFORD,115.889257,-31.9
BP CONNECT WELLINGTON ROAD,115.896677,-31.894616
7-ELEVEN SOUTHERN RIVER,115.939718,-32.107884
COLES EXPRESS WANNEROO,115.803465,-31.751306
7-ELEVEN WANNEROO,115.801954,-31.748986
CAPRICORN ROADHOUSE,119.798398,-23.454103
BP KOORDA  ,117.4822075,-30.82347712
COLES EXPRESS JOLIMONT,115.811898,-31.947362
PACIFIC FUELS ANZAC AVE,151.915404,-27.591295
LIBERTY WARRA,150.919715,-26.930473
MOUNT MORGAN SERVICE STATION,150.387779,-23.638608
7-ELEVEN  BRACKEN RIDGE NORTH,153.025472,-27.309924
BP MOOROOKA,153.014239,-27.534729
7-ELEVEN MORAYFIELD EAST,152.967747,-27.109129
MOBIL HERVEY BAY,152.820374,-25.285024
BP ELLIOT SPRINGS,146.898652,-19.371126
MOBIL AITKENVILLE,146.761215,-19.303253
LIBERTY DALBY,151.232363,-27.170146
BP MOLENDINAR,153.375481,-27.980771
PEARL ENERGY MOOROOKA,153.021195,-27.527601
CENTRAL SERVO RAVENSHOE,145.483456,-17.608184
MOBIL FRESH TRADING CO. SERVICE STATION YEPPOON,150.742521,-23.139901
BP BRENDALE,152.982478,-27.326534
BLACKBUTT FUEL & TYRE,152.103131,-26.885778
7-ELEVEN MAROOCHYDORE NORTH,153.100332,-26.659982
UNITED COLINTON,152.323903,-26.931268
HARLIN ROADHOUSE,152.359256,-26.974869
7-ELEVEN NEWTOWN,151.943318,-27.549968
AMPOL TAMROOKUM,152.917304,-28.116722
FREEDOM FUELS GEEBUNG,153.048696,-27.368481
BP GLENVIEW,153.017475,-26.779363
CALTEX/WOOLWORTHS KINGAROY,151.835751,-26.541221
COLES EXPRESS LOGANHOLME,153.177493,-27.663492
UNITED TOOWOOMBA WEST,151.941466,-27.572747
CALTEX BOYNE ISLAND,151.351886,-23.955046
PACIFIC PETROLEUM PAGET,149.153845,-21.186671
PUMA ZILZIE,150.820076,-23.267716
PUMA KOONGAL,150.544062,-23.366491
AMPOL TOOWOOMBA DEPOT FRONT,151.905615,-27.550322
7-ELEVEN LOGAN CITY,153.107523,-27.641232
7-ELEVEN BELLBIRD PARK,152.872361,-27.645375
AMPOL BLACKSOIL,152.716599,-27.579886
PUMA ANDERGROVE,149.180961,-21.098681
MOBIL YORKEY'S KNOB,145.715915,-16.832788
UNITED SOUTHBROOK,151.744046,-27.636749
7-ELEVEN ACACIA RIDGE EAST,153.039616,-27.575608
LIBERTY EMERALD,148.144447,-23.489058
BP CONNECT HAMILTON,153.049238,-27.439482
INKERMAN CENTREPOINT,147.491067,-19.750629
AMPOL BEAUDESERT SOUTH,152.995206,-27.989087
COLES EXPRESS BALMORAL,153.061914,-27.452187
SEAFORTH GENERAL STORE,148.967694,-20.901772
AMPOL WARWICK TRUCK N TRAVEL,152.053989,-28.184239
OUT N ABOUT SERVO,147.846977,-20.554243
BP ELENORA,153.443348,-28.133113
BP EDINBURGH CASTLE,153.031682,-27.402119
METRO PETROLEUM BOWEN,148.229867,-19.980078
MT CARBINE ROADHOUSE,145.133797,-16.528115
ROADRUNNER ROADHOUSE,140.522484,-20.706716
AMPOL PARKINSON DIESEL STOP,153.033884,-27.656947
7-ELEVEN CABOOLTURE NORTH,152.957746,-27.060634
CALTEX/WOOLWORTHS AITKENVALE,146.771553,-19.296307
BP JOHNSTON STREET,153.404009,-27.964992
SOMMER PETROLEUM,152.824112,-26.725666
PACIFIC PETROLEUM VC RURAL,151.956969,-24.991769
7-ELEVEN CARINA,153.100261,-27.487464
COLES EXPRESS CALOUNDRA,153.125312,-26.779852
MOBIL MOURILYAN,146.040789,-17.582474
AMPOL COOPERS PLAINS,153.020394,-27.563306
NIGHTOWL SHELL BUNDABERG EAST,152.364954,-24.861428
METRO PETROLEUM CAPALABA,153.199225,-27.520839
COLES EXPRESS WOODRIDGE,153.117006,-27.624353
BP HOME HILL,147.415541,-19.667153
FREEDOM FUELS HATTONVALE,152.499043,-27.550918
UNITED TIARO,152.582509,-25.730496
BEACHMERE SERVICE STATION,153.051481,-27.128881
BP COOPERS PLAINS,153.024407,-27.567135
PUMA TAMBORINE CENTRAL,153.129559,-27.881636
LIBERTY GOOMBOORIAN,152.767088,-26.090795
WALKERSTON FUEL,149.068736,-21.161365
COLES EXPRESS KALLANGUR,153.000962,-27.249309
GREGORY ROADHOUSE,147.645576,-22.802224
METRO PETROLEUM CANNONVALE,148.691875,-20.278255
BP MACKAY,149.154155,-21.165886
BP DUARINGA,149.668501,-23.720626
TALL TIMBERS ROADHOUSE,145.485113,-17.617131
CALTEX THE OAKS YEPPOON,150.658323,-23.197792
IMBIL FRIENDLY GROCER,152.674989,-26.460238
AMPOL CHILDERS ROADHOUSE,152.289546,-25.239951
BP CONNECT NORTH LAKES,153.023055,-27.241863
7-ELEVEN STRATHPINE,152.990328,-27.307594
THE WHITE BULL ROADHOUSE,145.245018,-22.974225
BUHSES GARAGE,152.394938,-27.630038
COLES EXPRESS ARANA HILLS,152.958901,-27.397514
PUMA EAGLEBY,153.211649,-27.702043
7-ELEVEN WESTBROOK,151.872526,-27.607516
BARB'S KITCHEN,152.545302,-27.556915
FREEDOM FUELS REDBANK PLAINS,152.874514,-27.627512
BP MEANDARRA OPT,149.877476,-27.328587
LOWES BP CUNNAMULLA OPT,145.693529,-28.062182
LIBERTY EIGHT MILE PLAINS,153.078291,-27.573428
PEARL ENERGY DURACK,152.987635,-27.596008
BP BUNDABERG DEPOT & DCA,152.368428,-24.859193
PUMA GLADSTONE WEST,151.243907,-23.870487
BP YAMANTO,152.740233,-27.660285
AMPOL FOODARY MUDGEERABA,153.363871,-28.074705
7-ELEVEN SALISBURY,153.039594,-27.544613
MOBIL KALBAR,152.622227,-27.939087
BP KEARNEY SPRINGS,151.948166,-27.588677
GRANTHAM FUELS,152.204128,-27.575182
LIBERTY MALENY,152.842562,-26.755549
AMPOL V8 SERVICE STATION,144.199684,-20.844849
AMPOL LAWNTON,152.982272,-27.281061
PUMA MANGO HILL,153.035856,-27.226493
AMPOL GYMPIE (DEPOT FRONT),152.677672,-26.175542
7-ELEVEN ROTHWELL,153.046668,-27.211403
METRO EAGLEBY,153.217085,-27.721712
KILKIVAN GENERAL STORE,152.240816,-26.086213
AMPOL CROKERS CLERMONT,147.639656,-22.810224
PUMA WILSTON,153.015166,-27.435947
COLES EXPRESS TOOWOOMBA BRIDGE ST,151.935231,-27.548977
UNITED JANDOWAE UFILL,151.108771,-26.779626
LIBERTY GRANGE,153.014052,-27.424641
CALTEX MAREEBA,145.421558,-16.990504
BP ROSEDALE STORE & NEWS,151.913913,-24.629483
CALTEX SUNLAND SERVICE STATION,147.402213,-19.570993
SHELL CURRUMBIN,153.471646,-28.144822
AMPOL NAMBOUR,152.973478,-26.616684
FREEDOM FUELS NOOSAVILLE,153.043133,-26.412095
BP LAWNTON,152.983155,-27.281581
BP WULGURU,146.825753,-19.332012
LIBERTY YAMANTO,152.728866,-27.662759
BP CONNECT VIRGINIA,153.061916,-27.374203
COLES EXPRESS EMERALD (QLD),148.162842,-23.527904
COLES EXPRESS MAROOCHYDORE,153.088415,-26.652595
AMPOL PARK RIDGE,153.038161,-27.696745
SHELL CHINCHILLA,150.620341,-26.746967
KUTTABUL ROAD HOUSE AND STORE,148.909936,-21.040475
MOSSMAN RAINTREES CENTRAL SERVO,145.373093,-16.458983
AMPOL WACOL,152.922853,-27.593553
BP MILLMERRAN,151.269775,-27.877861
AMPOL FOODARY BURPENGARY,152.976815,-27.156193
CALTEX WOOLWORTHS YEPPOON,150.734517,-23.142887
UNITED MOUNT LOUISA,146.751497,-19.272734
7-ELEVEN DEAGON,153.053961,-27.328435
PACIFIC PETROLEUM THABEBAN,152.348607,-24.905625
BP EIDSVOLD,151.127327,-25.371097
BP CLONCURRY,140.507116,-20.706565
BP BOYNE ISLAND,151.346523,-23.959879
LOCKYER VALLEY FORD,152.280873,-27.555963
MOBIL BARCALDINE,145.283717,-23.552297
COLES EXPRESS GLASSHOUSE MOUNTAINS OUTBOUND,152.993455,-26.920154
PORT OF CALL FISHING-BOATING SUPPLIES,146.045021,-18.283451
INDEPENDENT HUGHENDEN,144.191799,-20.842905
COLES EXPRESS GOODNA,152.884106,-27.600495
LIBERTY GAYNDAH,151.609256,-25.619744
BP MOSSMAN,145.375076,-16.483084
7-ELEVEN DARLING HEIGHTS,151.937374,-27.592004
CENTRAL GARAGE CAMBOOYA,151.864186,-27.706361
CALTEX BUNDABERG DEPOT FRONT,152.370417,-24.854957
METRO PETROLEUM GREENBANK,153.013438,-27.696955
FREEDOM FUELS KALLANGUR,152.982414,-27.254183
UNITED WOOLLOONGABBA,153.036159,-27.487922
BP MAREEBA OPT,145.413848,-16.972568
UNITED CARDWELL,146.018286,-18.256994
BP AMBERLEY,152.708684,-27.658941
NORTH COAST PETROLEUM,153.219299,-27.743231
FREEDOM FUELS REDLAND BAY ROAD,153.196826,-27.529372
BP CONNECT BLACKSOIL,152.712905,-27.579216
COLES EXPRESS MILTON,153.003975,-27.474184
PACIFIC PETROLEUM GYMPIE,152.669155,-26.187085
CALTEX BUNDABERG - CENTRAL,152.338853,-24.868525
MATILDA BLUE FUEL CABOOLTURE,152.952168,-27.081932
O'BRIEN TOYOTA THARGOMINDAH,143.822966,-27.996895
BP FOODWORKS TIVOLI,152.771907,-27.588876
JACOBS WELL NEWSAGENT AND GENERAL STORE,153.365035,-27.780574
7-ELEVEN KEPERRA,152.948871,-27.418898
KAIRI STORE,145.543411,-17.215901
PUMA CARRARA DEPOT,153.354184,-28.031175
LAKE EACHAM TOURIST PARK,145.636065,-17.295946
AMPOL ROSENEATH,146.831403,-19.376331
RUBYVALE FRIENDLY GROCER,147.697871,-23.419823
EXPLORER REST,143.823087,-27.994234
TIN CAN BAY TRAVELSTOP,153.006578,-25.912459
WALKAMIN SERVICE STATION,145.426655,-17.130621
MORVEN ROADHOUSE,147.126489,-26.410976
LIBERTY WARWICK,152.038347,-28.221897
BP TOOWOOMBA TRUCKSTOP,151.851946,-27.521792
MOBIL PORT DOUGLAS,145.462539,-16.483033
PUMA RACECOURSE,149.131152,-21.166493
TOP SHOP MT GARNET,145.122485,-17.680304
UNITED RYKE FUEL KINGAROY,151.826928,-26.550411
RAFF GROUP (BP),151.631868,-27.716761
BP KENILWORTH GARAGE,152.727603,-26.594855
BUTTERS WAREHOUSE,151.269449,-27.178455
UNITED SHERWOOD,152.983247,-27.532831
7-ELEVEN BURPENGARY EAST,152.982745,-27.139337
COLES EXPRESS MOUNT ISA TRUCKPORT,139.488699,-20.692876
COLES EXPRESS BUNDABERG,152.350247,-24.869752
SHELL GOOMERI,152.068738,-26.185046
UNITED CARRARA,153.355349,-27.998884
CALTEX BRIBIE ISLAND,153.173507,-27.080518
BRIANS AUTO CENTRE MIAMI,153.441023,-28.068475
NEDS 1 STOP,152.675426,-25.553244
CALTEX/WOOLWORTHS MARGATE,153.109004,-27.244239
METRO PETROLEUM URANGAN,152.906367,-25.288207
UNITED GUNALDA,152.566397,-26.006201
MONKLAND CONVENIENCE STORE,152.682637,-26.209329
INDEPENDENT BLUFF SERVO,149.067004,-23.581967
CALTEX/WOOLWORTHS MACGREGOR,153.074334,-27.562082
COLOSSEUM CREEK MOTEL & ROADHOUSE,151.586946,-24.456879
UNITED MACKAY,149.186505,-21.148967
PUMA CALLIOPE SERVICE CENTRE,151.211924,-23.986129
PUMA TRAVESTON,152.730424,-26.342467
FREEDOM FUELS TAYLOR STREET,151.917095,-27.551896
LIBERTY MACKAY TRUCKSTOP,149.162876,-21.187178
AMPOL FOODARY BURLEIGH WATERS,153.425886,-28.098308
JR & GE NIXON PTY LTD,148.094653,-24.119097
PUMA MURRUMBA DOWNS,153.005208,-27.264326
BP MERINDA,148.166984,-20.015744
AMPOL NOOSAVILLE,153.044844,-26.407919
CALTEX WOOLWORTHS MILLBANK,152.328447,-24.878669
COLES EXPRESS CHATSWOOD ROAD,153.139582,-27.633636
BELL STORE,151.450148,-26.932269
WINTON ROADHOUSE,143.043322,-22.380029
PACIFIC PETROLEUM ROCKLEA,153.006368,-27.558147
METRO PETROLEUM STANTHORPE,151.933965,-28.658225
LAKELAND ROADHOUSE,144.858406,-15.862888
PUMA KUNDA PARK,153.036381,-26.662242
AMPOL FOODARY TOWNSVILLE (NATHAN ST),146.761573,-19.287754
UNITED SOUTH ROCKHAMPTON,150.502343,-23.404699
PACIFIC FUELS HELIDON SPA,152.116183,-27.549801
LOWOOD FUELS,152.580924,-27.461859
AMPOL NORTH ROCKHAMPTON,150.522407,-23.347462
BP DEPOT GOONDIWINDI,150.315432,-28.534524
CALTEX/WOOLWORTHS GYMPIE,152.657192,-26.191901
SHELL COOCHIN CREEK CO-OP,152.957957,-26.856546
PUMA BOWEN,148.195818,-20.016328
BLACKSTONE STORE,152.805694,-27.624993
WONDAI SERVO,151.871619,-26.318375
THE VICTORY STORE,152.680028,-26.174861
GLENORE GROVE STORE,152.407711,-27.530321
CALTEX GYMPIE (OUTBOUND),152.686264,-26.218739
KATHEEN ZIEBARTH SERVICE STATION,152.302519,-27.555342
7-ELEVEN LITTLE MOUNTAIN,153.105912,-26.794576
BP BAY CITY,152.837293,-25.295935
LITTLE MOUNTAIN CAR CAFE,153.104626,-26.794684
MOBIL SLADE POINT,149.214003,-21.079209
MOBIL BILOELA,150.509943,-24.403499
PUMA BUCASIA,149.157676,-21.036947
CHOICE CARDWELL,146.025809,-18.264384
AMPOL BRASSALL,152.745733,-27.596461
CALTEX/WOOLWORTHS BIRKDALE,153.212762,-27.494781
PUMA EIGHT MILE PLAINS,153.091369,-27.575562
MOBIL DRIVEWAY SERVICE HENDRA MOTORS,153.063081,-27.423647
COLES EXPRESS DEAGON,153.047747,-27.330589
WONDECLA ROADHOUSE,145.391768,-17.409378
RAINBOW FUEL,153.131199,-26.799716
AMPOL KINGSTON,153.119301,-27.633626
UNITED INNISFAIL ROADHOUSE,146.034025,-17.556355
AMBER FUEL,150.451317,-27.276296
MULLEY’S MARKET & FUEL COEN,143.200019,-13.943888
FREEDOM FUELS LAIDLEY,152.389886,-27.645654
BP ANNERLEY,153.025696,-27.522428
AMPOL WOOMBYE,152.975332,-26.669157
BIRDSVILLE ROADHOUSE,139.352982,-25.897713
BP BOONAH,152.682858,-27.995672
CALTEX WULGURU,146.812048,-19.318038
PUMA GARBUTT,146.770698,-19.265911
OUTBACK TYRES,148.088677,-24.117674
AMPOL FOODARY RIPLEY,152.778673,-27.657344
UNITED BERRINBA,153.079144,-27.676026
MOBIL BARCALDINE,145.281935,-23.567867
WALLANGARRA GENERAL STORE,151.930302,-28.922741
PUMA LONGREACH,144.252565,-23.436112
BP MILES ROADHOUSE,150.189177,-26.659393
ROYAL QUEENSLAND YACHT SQUADRON,153.190401,-27.460283
BP BRIDGE STREET,150.515575,-23.371284
AMPOL CABOOLTURE,152.980649,-27.086855
CALTEX BEAUDESERT DEPOT,152.993716,-27.974213
PUMA SARINA,149.211022,-21.425719
7-ELEVEN KALLANGUR,152.991385,-27.251414
PACIFIC FUELS SUNNYBANK,153.055857,-27.570436
BP BAUHINIA STORE,149.292163,-24.570616
BP WEST WARWICK,152.010051,-28.218573
KILKIVAN RURAL STORE,152.242112,-26.085404
BP THE GAP,152.959528,-27.446887
FREEDOM FUELS KINGAROY,151.838491,-26.548015
COLES EXPRESS KINGAROY,151.836499,-26.537828
CALTEX BOROREN,151.495342,-24.241489
PUMA PORTSMITH,145.769997,-16.942737
AMPOL GYMPIE DIESEL STOP,152.682984,-26.210184
UNITED ETONVALE,151.911645,-27.715008
LIBERTY SUNNYBANK HILLS,153.056501,-27.602084
MOBIL PROSERPINE,148.590167,-20.403372
CALTEX DIMBULAH ONESTOP,145.105778,-17.147121
PACIFIC PETROLEUM GOONDIWINDI,150.290982,-28.522345
AMPOL CASEY'S TYRE SERVICE,152.702536,-25.533046
AMPOL SUNNYBANK,153.062088,-27.584283
BP GLADSTONE (DAWSON HWY),151.225619,-23.875163
STEWARTS TOWING &  SERVICE STATION,150.387005,-23.644391
METRO PETROLEUM HILLCREST,153.024861,-27.676712
PUMA BROADBEACH WATERS,153.420652,-28.026566
PUMA BENTLEY PARK,145.743805,-17.004293
MOBIL GUTHALUNGRA,147.843429,-19.923764
CALTEX/WOOLWORTHS ATHERTON,145.476901,-17.262979
PUMA THE GAP,152.952386,-27.444798
MOBIL MAREEBA,145.423321,-16.999305
PUMA ROSSLEA,146.798664,-19.298683
7-ELEVEN HELENSVALE,153.326727,-27.895567
COLES EXPRESS ASPLEY,153.016387,-27.359911
SHELL PIALBA,152.839456,-25.281694
7-ELEVEN BRAY PARK,152.954538,-27.291906
UNITED BURRUM HEADS,152.611441,-25.192358
UNITED WARWICK FAST FOOD.,152.039233,-28.208672
CALTEX MORANBAH,148.044927,-21.999302
PUMA DALBY,151.271841,-27.192659
COLES EXPRESS CANNON HILL,153.095679,-27.471349
UNITED KOAH,145.568151,-16.894631
MOBIL TOLGA,145.480071,-17.219826
BP NORTH BUNDABERG,152.328287,-24.851363
MOBIL BARCALDINE,145.292808,-23.552773
CALTEX SOUTH GLADSTONE,151.271664,-23.864751
COLES EXPRESS RUNAWAY BAY,153.389393,-27.911781
BOWENVILLE BULK FUEL,151.491124,-27.303456
FRASER COAST FUEL TORBANLEA UNMANNED,152.597058,-25.347328
AMPOL TOOWONG,152.985933,-27.478523
BP EXPRESS ASHGROVE,152.989914,-27.439192
METRO PETROLEUM TEXAS,151.163911,-28.852443
MT MOLLOY SERVICE CENTRE,145.330328,-16.671887
CALTEX CAIRNS,145.735741,-16.917349
BP TOOGOOLAWAH,152.382761,-27.084894
PAMPAS FUELS,151.411228,-27.790338
MOBIL NORTON'S STORE & MECHANICAL,146.263408,-20.087573
PACIFIC PETROLEUM FISHER PARK,152.364504,-28.062316
ASTRON TWINRIVERS,145.915284,-17.222548
CALTEX/WOOLWORTHS GLADSTONE,151.260537,-23.845668
MOBIL ATHERTON,145.495064,-17.281779
BP LOWES CONDAMINE ROADHOUSE,150.134988,-26.927216
BP OXLEY,152.978872,-27.553357
UNITED WARWICK (OASIS),152.018576,-28.227983
UNITED SUNNYBANK HILLS,153.065192,-27.590552
BP KIRWAN,146.734966,-19.301923
CALTEX NANANGO,152.001627,-26.671445
BP MT COTTON,153.239623,-27.637353
COLES EXPRESS BIRKDALE,153.216212,-27.492976
CALTEX/WOOLWORTHS MACKAY (CANELANDS),149.180073,-21.139106
7-ELEVEN GREENBANK,152.984166,-27.738346
LIBERTY MARGATE,153.107046,-27.242988
SHELL INJUNE ROADHOUSE,148.567424,-25.840478
STARGAZERS YARRAMAN,151.981749,-26.842215
PACIFIC PETROLEUM BLACKSOIL,152.706581,-27.576354
INDEPENDENT BURNETT HEADS,152.382675,-24.771033
COLES EXPRESS ANNERLEY,153.034824,-27.504115
