N,X,Y
ENHANCE BENANDARAH,150.238946,-35.647671
METRO FUEL REGENTS PARK,151.024905,-33.879403
CALTEX EAST BALLINA,153.582929,-28.850083
METRO ISLINGTON,151.7480046,-32.9151886
AMPOL WOOLWORTHS COOGEE SOUTH,151.2574379,-33.9323319
INDEPENDENT WINGHAM,152.364682,-31.872264
AVS FUEL LOCKHART,146.712357,-35.222104
BP SHALVEY,150.805285,-33.729482
METRO PUNCHBOWL,151.06318,-33.918046
EJ STOP N SAVE,151.037156,-33.947202
SHELL KURRI KURRI,151.476887,-32.820144
ENHANCE HOMEBUSH,151.076405,-33.861709
CALTEX MOUNT COLAH,151.1151924,-33.6703805
CALTEX ALSTONVILLE,153.4388702,-28.8411584
CALTEX POLOFLAT,149.147857,-36.224727
COLES EXPRESS DURAL,151.031261,-33.694281
AMPOL WOOLWORTHS METRO LANE COVE WEST,151.1513941,-33.816452
LOWES COOLAH,149.724462,-31.822944
COLES EXPRESS QUEANBEYAN,149.243517,-35.348513
APEX PETROLEUM (WEST RYDE),151.094724,-33.81186
BP NEMINGHA,150.983689,-31.123715
BP BROADWATER,153.435317,-29.009938
METRO PETROLEUM LAKEMBA,151.085535,-33.913952
INDEPENDENT SOMERSBY,151.288521,-33.357851
CALTEX NEMINGHA,150.9755907,-31.1226981
INDEPENDENT COOMBA PARK,152.474101,-32.236469
7-ELEVEN ORANGE NORTH,149.0822852,-33.2696272
ACCESS FUELS,153.0925656,-30.3419763
AMPOL NABIAC,152.3754461,-32.0986553
CALTEX MITTAGONG,150.445145,-34.450278
BLACK STUMP SERVICE STATION,149.715638,-31.827424
NORTH RYDE PETROLEUM,151.13036,-33.80141
MEDCO INVERELL,151.1153492,-29.7713506
METRO PETROLEUM GOSFORD,151.3291814,-33.426473
FIRST FUELS,150.761429,-34.041891
INDEPENDENT KEMPSEY,152.843195,-31.074924
CALTEX WOOLWORTHS RUTHERFORD,151.525136,-32.714802
SNOWY VALLEY SERVICE CENTRE,148.65213,-36.394047
INDEPENDENT STRATFORD,151.938203,-32.11791
CALTEX WOOLWORTHS TUGGERAH,151.414834,-33.309213
7-ELEVEN CASULA,150.882875,-33.957141
METRO FUEL FAIRFIELD,150.945893,-33.872643
INDEPENDENT CESSNOCK,151.352362,-32.824523
BP SANS SOUCI,151.132408,-33.992469
ENHANCE PORT KEMBLA,150.903275,-34.485609
CALTEX WOOLWORTHS BLAKEHURST,151.113624,-33.990209
BOLAND PETROLEUM,149.7936588,-30.3296288
COLES EXPRESS SUTTON FOREST,150.228156,-34.607743
TEA TREE CAFE,149.845399,-36.944277
BEWONG ROADHOUSE,150.5332276,-35.0856873
BP ROSE BAY,151.277138,-33.869232
METRO FUEL HOMEBUSH,151.046648,-33.854822
SHELL WILLOW TREE,150.7226096,-31.6357353
AMPOL RAYMOND TERRACE,151.7425266,-32.7650378
BP BOAMBEE,153.080298,-30.335198
SPACKMAN MOTORS,149.470781,-34.457249
METRO FUEL BELLAMBI,150.910013,-34.368339
METRO HEDDON GRETA,151.5070839,-32.8053284
COLES EXPRESS ST IVES,151.157571,-33.731206
WHIPORIE GENERAL STORE,152.9892076,-29.2822515
CALTEX WOOLWORTHS STRATHFIELD,151.093689,-33.885396
MOBIL PORT MACQUARIE,152.91273,-31.43281
BP PENSHURST,151.090139,-33.96333
ACCESS FUELS TUNCURRY,152.4985721,-32.1743965
LIBERTY OIL,146.063824,-34.2910045
BP BLACKTOWN,150.915162,-33.751965
SOUTH WEST FUEL - ARDLETHAN,146.899942,-34.356874
BP SINGLETON,151.17489,-32.561888
COLES EXPRESS BAULKHAM HILLS,150.963518,-33.733555
BP MACQUARIE FIELDS,150.893446,-33.985109
UNITED PETROLEUM METFORD,151.611811,-32.766464
DELTA AG,146.7266377,-35.2280157
AMPOL MORUYA,150.0823744,-35.912016
METRO PETROLEUM TINGHA,151.2125894,-29.9552885
BP MERRIWA,150.35292,-32.139411
BP HOXTON PARK AIRFIELD,150.854054,-33.918371
7-ELEVEN WATANOBBI,151.429255,-33.27436
CALTEX WOOLWORTHS WINDSOR,150.823313,-33.605672
METRO PETROLEUM BALLINA,153.5504332,-28.865993
CALTEX MOONBI,151.0699263,-31.0230276
CALTEX MERIMBULA,149.9089176,-36.8875785
BP TUGGERAH,151.419808,-33.305782
BP KIRRAWEE,151.071152,-34.032299
BOMBALA SERVO,149.2414277,-36.909299
SHELL URUNGA,153.012408,-30.502112
MOBIL THE OAKS,150.537822,-34.075199
INDEPENDENT BUNGENDORE,149.442631,-35.256197
SHELL NAROOMA,150.1233081,-36.2133728
INDEPENDENT CORAMBA,153.014214,-30.22175
SHELL BLAXLAND,150.6109079,-33.7451032
CALTEX WOOLWORTHS EMU HEIGHTS,150.655985,-33.742959
BP TURRAMURRA,151.1124539,-33.7483629
BP ORANGE (BATHURST ROAD),149.108632,-33.289783
AMPOL GOULBURN DEPOT,149.7139019,-34.7636731
BP BEXLEY,151.118092,-33.957412
INDEPENDENT BROKEN HILL,141.453489,-31.964506
CALTEX WOOLWORTHS GOULBURN,149.716775,-34.758332
WAKOOL AGRI SERVICES PTY LTD,144.404675,-35.4723185
CALTEX WOOLWORTHS ORANGE NORTH,149.11354,-33.258964
AMPOL GREGORY HILLS,150.763662,-34.019706
7-ELEVEN GREEN POINT,151.363938,-33.462598
CALTEX WOOLWORTHS CHIPPING NORTON,150.9640102,-33.9281332
COLES EXPRESS YAGOONA,151.037094,-33.898673
NORCO RURAL BOWRAVILLE,152.857184,-30.650938
METRO WANGI,151.5879066,-33.0701007
INDEPENDENT GILGANDRA,148.671556,-31.708902
BP WAUCHOPE,152.7192391,-31.4666454
BP WENTWORTH FALLS,150.360076,-33.711395
CALTEX FORSTER,152.5162479,-32.1830691
CALTEX FINLEY,145.5729291,-35.6486857
INFINITY FUELS KEW,152.723329,-31.633701
METRO PETROLEUM TEMORA,147.5351845,-34.4488937
UNITED PETROLEUM FREEMANS WATERHOLE,151.485259,-32.98429
7-ELEVEN KARABAR,149.232741,-35.371414
MOBIL JUNEE,147.582397,-34.8703048
BP COLEAMBALLY,145.8831002,-34.806483
7-ELEVEN HEATHERBRAE,151.725301,-32.791312
WESTSIDE BRAIDWOOD,149.799408,-35.446322
COLES EXPRESS FAULCONBRIDGE,150.537347,-33.694145
AMPOL CABRAMATTA,150.9280257,-33.8942945
METRO FUEL KILLARNEY HEIGHTS,151.207051,-33.761761
INDEPENDENT NAMBUCCA HEADS,152.991497,-30.652195
CALTEX WOOLWORTHS LANSVALE,150.958185,-33.894706
INDEPENDENT GULARGAMBONE,148.472519,-31.331624
HILL & CO METRO DEPOT,149.7162897,-34.7622896
THORA STORE,152.778738,-30.425036
AMPOL LEUMEAH,150.829946,-34.0539873
INDEPENDENT BUNDARRA,151.075681,-30.17107
POWERFUEL,151.010602,-33.842551
BP HEATHERBRAE,151.737022,-32.783298
NICHOLSON PETROLEUM,148.011318,-33.382469
WERRIS CREEK FUELS,150.647676,-31.344411
AMPOL SEVEN HILLS,150.9548252,-33.7669285
TUCABIA VILLAGE STORE,153.1082492,-29.6679245
INDEPENDENT COMBOYNE,152.467978,-31.605604
ENHANCE WILLOW TREE,150.7346426,-31.6543159
INDEPENDENT BENDEMEER,151.158337,-30.880784
COLES EXPRESS BELLA VISTA,150.9484635,-33.7381615
BP MORTDALE,151.073689,-33.970669
BULGA SERVO,151.0201886,-32.6529228
WESTSIDE PETROLEUM GUILDFORD,150.9909269,-33.8551791
METRO PEAKHURST EAST,151.068773,-33.958374
COLES EXPRESS AVALON BEACH,151.330203,-33.636355
BP MONA VALE,151.302357,-33.680425
TASCO ALBURY NORTH ST,146.94411,-36.070464
COLES EXPRESS MEREWETHER,151.749567,-32.938146
WESTSIDE PETROLEUM MOUNT AUSTIN,147.356112,-35.1375338
BP LISMORE,153.278295,-28.812842
CALTEX WOOLWORTHS MORISSET,151.481614,-33.111578
COLES EXPRESS TAREN POINT,151.122117,-34.020123
CALTEX KELSO,149.6024032,-33.4190908
CALTEX WOOLWORTHS MERRYLANDS,150.991741,-33.8340678
SHELL CARDIFF,151.668436,-32.941025
COLES EXPRESS CAMDEN,150.694551,-34.086627
COLES EXPRESS LANSVALE WEST,150.952614,-33.89796
INDEPENDENT SALAMANDER BAY,152.07788,-32.722399
TASCO WAGGA FERNLEIGH RD,147.341985,-35.129978
METRO GUILDFORD,151.0088717,-33.8636594
SPEEDWAY ROSELANDS,151.078098,-33.928248
SHELL BINGARA,150.57293,-29.870948
CALTEX MUDGEE,149.601329,-32.610916
BP LAKE MUNMORAH,151.567872,-33.190117
BP GRIFFITH,146.039569,-34.286856
COLES EXPRESS BERKSHIRE PARK,150.799764,-33.664575
INDEPENDENT COBAR,145.835927,-31.497561
BP CLARENDON,150.789218,-33.60837
METRO SEFTON,151.0070502,-33.8841262
METRO PETROLEUM OAKFLATS,150.819412,-34.562617
UNGARIE PINES MOTEL ANS SERVICE STATION,146.9713404,-33.6386957
INDEPENDENT WEE WAA,149.432492,-30.224124
BP EAST END,148.184573,-33.142562
AMPOL MOREE,149.84344,-29.471495
COLES EXPRESS ALEXANDRIA,151.200134,-33.915767
BP WEST RYDE,151.071056,-33.806799
CALTEX PORT KEMBLA,150.9040058,-34.4845684
BP NORTH MANLY,151.270826,-33.775194
AMPOL WINDSOR SOUTH,150.785041,-33.638526
CALTEX WALLERAWANG,150.0655206,-33.4096815
MOBIL,146.391217,-34.5510174
BP EASTERN CREEK T/S,150.850204,-33.812043
AMPOL GOSFORD WEST,151.3242562,-33.4166261
BP NORTH ORANGE,149.1143421,-33.2595953
COLES EXPRESS BATHURST,149.58434,-33.41649
BP RIVERSTONE,150.8551245,-33.6648441
METRO PETROLEUM CHESTER HILL,151.005411,-33.8889
METRO ORANGE( BATHURST ROAD),149.1094309,-33.2907336
ENDEAVOUR PETROLEUM PTY LTD,146.9665771,-36.0380385
UNITED SOUTH WEST ROCKS,153.040667,-30.894622
INDEPENDENT BARRABA,150.609895,-30.381077
CALTEX WOOLWORTHS WAGGA CENTRAL,147.374081,-35.114191
METRO FUEL DOONSIDE,150.872244,-33.747217
LIBERTY BANGALOW,153.5257726,-28.6861987
BP WOONONA,150.905612,-34.341625
BUDGET PETROL BUNDEENA,151.14529,-34.083836
COLES EXPRESS CESSNOCK,151.355439,-32.838322
CALTEX KURRI KURRI,151.4759282,-32.8122918
COLES EXPRESS KOORAGANG,151.761947,-32.883576
BP WYOMING,151.351119,-33.408004
METRO KANWAL,151.48239,-33.263048
UNITED PETROLEUM LISMORE,153.275936,-28.8134
COSTCO MARSDEN PARK (MEMBERS ONLY),150.840858,-33.722985
7-ELEVEN CORRIMAL,150.897816,-34.369863
TITO'S FUEL STATION RESTAURANT AND COFFEE HOUSE,145.944623,-30.089366
CALTEX WOOLWORTHS FORSTER,152.52235,-32.199973
METRO CASTLE COVE,151.201044,-33.784861
INDEPENDENT MORUYA,150.081955,-35.912803
BUDGET EARLWOOD,151.128572,-33.927121
NORCO RURAL KYOGLE,153.0003604,-28.62192
SPEEDWAY WOODPARK,150.9633347,-33.8410479
INDEPENDENT LIGHTNING RIDGE,147.979958,-29.429644
CALTEX TAMWORTH,150.895551,-31.097319
7-ELEVEN BERKELEY,150.839335,-34.476871
BP WEST WOLLONGONG,150.872928,-34.425044
BUDGET KOGARAH,151.12831,-33.974841
INDEPENDENT CASINO,153.046427,-28.862723
BP ALLAMBIE HEIGHTS,151.249673,-33.765091
UNITED TWEED HEADS MALL,153.5425508,-28.1723533
CALTEX TAREN POINT,151.1218918,-34.0206558
MOUNT BURRELL GENERAL STORE,153.2204459,-28.4867483
BP ST MARYS (FORRESTER ROAD),150.7752883,-33.755235
AMPOL CAMDEN,150.6914307,-34.0580662
PEARL ENERGY BELMONT,151.6605244,-33.0326022
7-ELEVEN GOSFORD WEST,151.33001,-33.427077
CALTEX DUNGOG,151.748286,-32.398254
SPEEDWAY ROCKDALE,151.137703,-33.959161
WESTSIDE PETROLEUM CAMPBELLTOWN,150.8258332,-34.0655773
INDEPENDENT FINGAL BAY,152.1694,-32.749116
METRO PETROLEUM KURRI KURRI NORTHCOTE,151.4793138,-32.8111804
MOBIL FIVE WAYS SERVO TUMUT,148.23069,-35.311298
DENI PETROLEUM,144.975378,-35.5266679
CALTEX WOOLWORTHS SEVEN HILLS,150.933269,-33.776264
BP NORMANHURST,151.089992,-33.724599
GLOUCESTER TYRES & AUTO CENTRE,151.9576552,-32.0084744
BP QUAKERS HILL,150.892029,-33.717458
METRO FUEL WILEY PARK,151.066504,-33.916526
METRO OURIMBAH,151.368936,-33.349177
COLES EXPRESS BERESFIELD,151.6362522,-32.8019214
BUDGET KINGSGROVE,151.100524,-33.939641
CALTEX NARRABRI,149.7756019,-30.3298278
SHELL LITTLE TOPAR,142.2277687,-31.7790689
CALTEX WINMALEE,150.59972,-33.682233
STARLITE POWER WYEE,151.4807398,-33.1752104
BP URUNGA,153.008701,-30.486108
METRO PETROLEUM,150.90604,-33.92764
METRO GLOSSODIA,150.794615,-33.545745
CALTEX WOOLWORTHS MOSS VALE,150.360937,-34.554154
COLES EXPRESS PADSTOW,151.037641,-33.948435
BP PUTNEY,151.108405,-33.823874
AMPOL WOOLWORTHS METRO CHATSWOOD,151.179001,-33.803715
LIBERTY CASINO,153.0441,-28.87041
BP ENGADINE,151.016705,-34.064299
SOUTH WEST FUEL - BARELLAN,146.573768,-34.285412
BP NAMBUCCA T/C,152.972277,-30.627211
BEARDY STREET SERVO,151.6472551,-30.5077109
7-ELEVEN EAST MAITLAND,151.5838575,-32.7448089
CALTEX WOOLWORTHS LAVINGTON,146.937444,-36.048211
METRO DOYALSON,151.5232505,-33.1996747
7-ELEVEN JERRABOMBERRA,149.1961773,-35.3804741
7-ELEVEN KILLARA,151.16108,-33.771365
SILVALITE FUEL STOP,147.32136,-35.122376
BUDGET PETROL MATRAVILLE,151.231459,-33.960794
CALVI PETROL STATION,151.120171,-33.792349
UNITED BERESFIELD,151.645069,-32.7991122
COLES EXPRESS DOONSIDE,150.87627,-33.772924
SHELL LANE COVE,151.1518756,-33.8171912
CALTEX STARMART HOMEBUSH,151.0681389,-33.8581667
7-ELEVEN LURNEA,150.9026939,-33.9271659
INDEPENDENT NEATH,151.414131,-32.826152
AMPOL HOWLONG,146.6391107,-35.9816778
METRO PETROLEUM ADDISON RD MARRICKVILLE,151.1645486,-33.9024308
SHELL BIG PINEAPPLE WEST BALLINA,153.535868,-28.864035
SPEEDWAY BEACON HILL.,151.25491,-33.752572
ACCESS FUEL,152.974344,-31.189114
BP URALLA,151.4934512,-30.6452935
SHELL WOLLONGBAR,153.403428,-28.815548
CALTEX PORT MACQUARIE,152.917056,-31.433245
COLES EXPRESS WALLSEND,151.669265,-32.906722
SPEEDWAY HABERFIELD,151.128637,-33.875166
METRO ROZELLE,151.1676701,-33.8620438
SHELL GUNNEDAH,150.2421388,-30.9732198
7-ELEVEN LINDFIELD,151.168902,-33.778889
MILTON PETROL,150.437112,-35.317087
CALTEX GRAFTON,152.9371089,-29.6860015
ENHANCE EAST CORRIMAL,150.90882,-34.3743966
MOBIL WYALONG,147.2483089,-33.9267945
COLES EXPRESS BEGA,149.838173,-36.673879
7-ELEVEN BLACKTOWN EAST,150.920677,-33.780107
TRANSWEST FUELS,150.7162884,-30.7397134
MOBIL MITTAGONG,150.432846,-34.447157
INDEPENDENT GULGONG,149.535176,-32.357178
CALTEX WOOLWORTHS TURRAMURRA,151.131317,-33.73316
CALTEX TRANGIE,147.985107,-32.032395
BLOK INDUSTRIAL,153.2272775,-29.4653517
7-ELEVEN PENRITH,150.704558,-33.754088
ACCESS FUELS YAMBA,153.3618825,-29.4372274
INDEPENDENT GLEN INNES,151.737595,-29.739097
COONAMBLE,148.3749204,-30.9438091
CALTEX BATEHAVEN,150.199773,-35.732391
7-ELEVEN SEVEN HILLS,150.9426804,-33.7689361
INDEPENDENT BENDALONG,150.531734,-35.246549
UNITED PETROLEUM YASS,148.9163097,-34.8483942
BP KELLYVILLE,150.95903,-33.712817
AMPOL RAYMOND TERRACE NORTH,151.7628529,-32.7559909
SHELL PARRAMATTA CVRO (UNMANNED),151.0373346,-33.8241026
SHELL SOUTHWEST ROCKS,153.0412954,-30.8997236
AMPOL INGLEBURN DIESEL STOP,150.866828,-33.98932
CALTEX LISMORE AIRPORT,153.2648001,-28.8205218
FREEDOM FUELS TERRANORA,153.5016872,-28.2398716
SHELL MAROOTA,150.9749774,-33.4723076
CALTEX CASINO CENTRE STREET,153.0450654,-28.8653956
BP KATOOMBA,150.316869,-33.707047
MCNABB MOBIL GRIFFITH,146.0643533,-34.2949689
ENHANCE CHARMHAVEN,151.503437,-33.2274276
SPEEDWAY CASULA,150.9045131,-33.9508807
MOBIL URALLA,151.490734,-30.6502762
SPEEDWAY WEST RYDE,151.094204,-33.81027
ACCESS FUELS EBOR,152.352838,-30.397839
CALTEX ORANGE DIESEL STOP,149.1062431,-33.3086237
AMPOL SALT ASH,151.933639,-32.786649
BP TIGHES HILL,151.7587207,-32.9060219
APW,150.95825,-33.813328
CALTEX WOOLWORTHS BANKSIA,151.141696,-33.945681
METRO MARRICKVILLE,151.163393,-33.9101974
WAGGA FUEL,147.3572682,-35.1153159
SHELL BALLINA,153.555214,-28.868145
UNITED PETROLEUM OURIMBAH,151.369454,-33.3602495
INDEPENDENT BYRON BAY,153.612838,-28.650656
7-ELEVEN PENSHURST,151.079228,-33.961504
TINONEE GENERAL STORE,152.4101653,-31.9390053
7 EXPRESS CARLTON,151.122205,-33.969142
SHELL CROYDON,151.1150622,-33.888152
CALTEX COFFS HARBOUR,153.1306354,-30.2897533
PUMA THORNTON,151.6365207,-32.7921634
AMPOL WOOLWORTHS MILLER,150.8827572,-33.9187785
TASCO WAGGA HAMMOND AVE,147.396377,-35.122317
ENHANCE MERRYLANDS,150.969786,-33.832389
PEARL ENERGY MONA VALE,151.3102354,-33.6741746
INDEPENDENT COOTAMUNDRA,148.027084,-34.64113
METRO BONNYRIGG,150.89238,-33.893095
BLUE DOLPHIN SERVICE STATION YAMBA,153.341188,-29.433722
UNITED BASS HILL,150.9948241,-33.8978084
METCO PETROLEUM SINGLETON,151.1829947,-32.573288
SHELL LIVERPOOL,150.913215,-33.918348
WESTSIDE PETROLEUM UNANDERRA,150.8469844,-34.4519307
BP CAMDEN,150.699612,-34.0535348
BP BECKOM,146.958417,-34.331599
CALTEX TOORMINA,153.0906524,-30.3522902
AMPOL WOOLGOOLGA,153.194274,-30.125659
METRO FUEL ERMINGTON,151.0660133,-33.8085956
COLES EXPRESS PYMBLE,151.143905,-33.751974
SOUTH WEST FUEL - TEMORA DEPOT,147.55292,-34.44753
WESTSIDE PETROLEUM TEMORA,147.5337162,-34.4457095
ABERDARE FUEL & LOTTO,151.367683,-32.841209
MOBIL NARRANDERA,146.5557829,-34.7413487
MOBIL HUSKISSON,150.6667363,-35.0358369
INDEPENDENT LLANGOTHLIN,151.685271,-30.128665
COLES EXPRESS BELMONT SOUTH,151.655239,-33.050963
BP ST PETERS (NSW),151.181031,-33.909968
CALTEX WOOLWORTHS CESSNOCK,151.354367,-32.832469
METRO FUEL TURA BEACH,149.921582,-36.849973
CALTEX KHANCOBAN,148.124272,-36.219796
7-ELEVEN ALBION PARK RAIL,150.793658,-34.559031
BP LIVERPOOL,150.910738,-33.927078
BP ST MARYS SOUTH,150.771133,-33.781325
CALTEX ADAMINABY,148.777562,-35.996289
BP LANE COVE,151.164217,-33.811106
WISDA GROUP AUSTRALIA ADAMINABY,148.7701112,-35.9970641
BP NAROOMA,150.13,-36.216163
METRO PETROLEUM NARWEE,151.0715124,-33.9485538
AMPOL ANNA BAY,152.051175,-32.769521
7-ELEVEN NORTHMEAD,150.997137,-33.782288
MOBIL 1 CROOKWELL,149.474074,-34.4607687
BP GLENDENNING,150.853221,-33.73762
CALTEX SOUTH ALBURY,146.9100188,-36.0870453
CALTEX WOOLWORTHS BOWRAL,150.415338,-34.481158
BP CLOVELLY,151.2525812,-33.9065066
CALTEX WOOLWORTHS GOONELLABAH,153.327793,-28.821413
CALTEX CONDOBOLIN,147.151458,-33.090156
AMPOL GOULBURN,149.719228,-34.7505216
INDEPENDENT MURRUMBATEMAN,149.029771,-34.969895
7-ELEVEN KANWAL,151.4931737,-33.2528645
WOODHAM PETROLEUM SERVICES,148.6532303,-31.717745
CALTEX TAMWORTH,150.924564,-31.131677
BP YAMBA - THE BAIT PLACE,153.344377,-29.435157
CALTEX WAGGA WAGGA,147.3678977,-35.1028977
7-ELEVEN GLENDALE,151.6562059,-32.9339267
BP WAGGA WAGGA,147.3639651,-35.118505
COLES EXPRESS MURWILLUMBAH,153.402319,-28.3294089
SHELL NYNGAN,147.19258,-31.561481
BP RAGLAN,149.648672,-33.422593
COLES EXPRESS ANNANDALE,151.170629,-33.880918
BP EDGECLIFF,151.231099,-33.876974
AMPOL DENHAM COURT,150.8418505,-33.9994594
COLES EXPRESS STRATHFIELD SOUTH,151.071135,-33.88688
7-ELEVEN ROCKDALE,151.148692,-33.949919
INDEPENDENT NIMBIN,153.226825,-28.593105
AMPOL WOY WOY,151.331671,-33.5069925
INDEPENDENT NARRABRI,149.762551,-30.347341
BP GLOUCESTER,151.957801,-32.005298
CALTEX HAY,144.838144,-34.52014
MOBIL HUSKISSON,150.6667363,-35.0358369
SHELL COWRA,148.6791115,-33.8351995
SPEEDWAY CAMMERAY,151.2088097,-33.8287134
LOWES HILLSTON,145.537779,-33.490601
COLES EXPRESS CAMPBELLTOWN,150.819361,-34.060434
METRO FUEL WYONG,151.4210485,-33.2834251
ULTRA EDGEWORTH,151.6147633,-32.9241812
WILLAWARRIN GENERAL STORE AND POST OFFICE,152.627128,-30.929073
METRO CESSNOCK,151.343653,-32.83837
INDEPENDENT DELEGATE,148.937736,-37.044486
NORTH CASINO MINI MART,153.0443441,-28.8479183
COLES EXPRESS PARKLEA,150.921811,-33.729297
METRO FUEL FRENCHS FOREST,151.21908,-33.75966
BP MEDOWIE,151.867591,-32.747568
COLES EXPRESS HASTINGS POINT,153.5726,-28.369171
MOBIL SINGLETON,151.1668972,-32.5559481
WESTSIDE PETROLEUM BLAKEHURST,151.112644,-33.986619
LIBERTY BOURKE,145.9437461,-30.0954978
INDEPENDENT RAINBOW FLAT,152.4730668,-32.0099353
MACQUARIE VALLEY FUELS,148.2572727,-32.2389062
ENHANCE FRESHWATER,151.2869524,-33.7773949
WERRINGTON SOUTH,150.7568645,-33.7673928
AMPOL WOOLWORTHS METRO DEE WHY,151.2920603,-33.7456838
INDEPENDENT BLAYNEY,149.25815,-33.526097
INDEPENDENT BELLINGEN,152.916301,-30.459187
CALTEX WALLERAWANG,150.0655206,-33.4096815
CALTEX STAR MART BRUNSWICK HEADS,153.548694,-28.538168
7-ELEVEN ASHFIELD,151.1295516,-33.8905782
METRO FUEL RUSE,150.841894,-34.07299
SUMMERS IGA,151.054423,-31.056723
WESTSIDE PETROLEUM WEST COOMA,149.054365,-36.245671
INDEPENDENT GEURIE,148.829098,-32.397791
METRO KURRI KURRI,151.486565,-32.82385
SOUTH WEST FUEL COOTAMUNDRA,148.0413526,-34.6300444
INDEPENDENT WARREN,147.840414,-31.69537
CALTEX KYOGLE,153.0038475,-28.6181058
AMPOL GREENACRE,151.0648619,-33.9046146
UNITED PETROLEUM DORRIGO,152.710156,-30.340107
CALTEX ALBION PARK RAIL NB,150.7955641,-34.5612194
LOWES NORTH STAR OPT,150.3916809,-28.9321755
CALTEX ELERMORE VALE,151.672747,-32.914543
BP GREYSTANES,150.937925,-33.827913
LOWES GUNNEDAH,150.254976,-30.980506
CALTEX WOOLWORTHS COOTAMUNDRA,148.024963,-34.636302
AMPOL BANKSMEADOW DIESEL STOP,151.215444,-33.963415
UNITED PETROLEUM WINDANG,150.8698613,-34.5250632
CALTEX MILTON,150.448393,-35.330899
7-ELEVEN NARRABEEN,151.298272,-33.719601
METRO FUEL HOMEBUSH,151.046648,-33.854822
METRO FUEL YOUNG,148.291245,-34.309721
ABERDARE PETROLEUM,151.374427,-32.843701
INDEPENDENT MULLUMBIMBY,153.500229,-28.551829
METRO PETROLEUM GWANDALAN,151.581344,-33.136338
UNITED PETROLEUM WAGGA WAGGA,147.392256,-35.122517
BUDGET SOUTH PENRITH,150.702548,-33.767257
POWERFUEL,150.8966421,-33.9315519
MOBIL SILVERDALE,150.618748,-33.890625
CALTEX WOOLWORTHS BATEMANS BAY,150.174188,-35.712184
COLES EXPRESS SOUTH NOWRA,150.6055115,-34.9155471
UNITED MICHELAGO,149.1607488,-35.7034534
INDEPENDENT RAMSGATE,151.14014,-33.984424
AMPOL FOODARY GRANVILLE,151.010762,-33.830266
BP CLYBUCCA TRUCKSTOP,152.942305,-30.938535
BP KUNDABUNG GENERAL STORE,152.822088,-31.188909
MOBIL OAKLANDS,146.166331,-35.555063
INDEPENDENT TYALGUM,153.208221,-28.356598
BROWN AND HURLEY,153.0043866,-28.63498446
BP MACLEAN,153.200532,-29.485202
HARWOOD,153.2421786,-29.41373436
TOP TOWN FUELS,153.1969785,-29.45780197
BAROOGA GENERAL STORE,145.6904804,-35.9123873
CALTEX LADYSMITH,147.513607,-35.207405
CALTEX,153.4212062,-28.33285244
MOUNT LAMBIE ,149.986703,-33.453393
AMPOL BEELBANGARA,146.101674,-34.253807
PATTERSONS,149.076566,-32.806389
UNITED PETROLEUM WHITTINGHAM,151.231407,-32.640604
SPEEDWAY CARINGBAH,151.123995,-34.032778
7-ELEVEN ST MARYS,150.776737,-33.747899
7-ELEVEN CROYDON PARK,151.099796,-33.897617
REFLECTIONS HOLIDAY PARKS,150.990138,-32.108281
METRO FUEL ALEXANDRIA,151.197261,-33.897447
LOWES TAMWORTH,150.923416,-31.091783
AMPOL WOOLWORTHS KARIONG,151.293527,-33.439373
AMPOL GLENBROOK,150.621448,-33.765306
AMPOL MENAI,151.012339,-34.016776
CALTEX WOOLWORTHS RICHMOND,150.751324,-33.60055
MOBIL EAST NOWRA,150.608856,-34.888219
CALTEX COBAR,145.827497,-31.496461
INDEPENDENT YAMBA,153.360047,-29.43561
METRO FUEL CHARLESTOWN,151.695211,-32.964946
CALTEX WOOLWORTHS PARK BEACH PLAZA,153.131961,-30.280944
AMPOL WOOLWORTHS ERINA,151.3793547,-33.4382424
COLES EXPRESS RYDE,151.109825,-33.807231
CALTEX WOOLWORTHS MOUNT DRUITT,150.818689,-33.768693
CALTEX WOOLWORTHS KINGSWOOD,150.712972,-33.755021
INDEPENDENT MANGOPLAH,147.25443,-35.377273
METRO REVESBY,151.018667,-33.945826
BP FAIRFIELD,150.966162,-33.87784
BP ROZELLE,151.172119,-33.865443
AMPOL CANLEY HEIGHTS,150.924202,-33.883924
COLES EXPRESS PARRAMATTA,151.012191,-33.808902
BP AUSTINMER,150.938837,-34.300452
BUDGET ANNANGROVE,150.956255,-33.671082
WESTSIDE CONISTON,150.883878,-34.438605
BP QUAKERS HILL,150.902371,-33.729972
BP MACARTHUR,150.823322,-34.053178
BP PORT MACQUARIE,152.821504,-31.463394
BP REVESBY,151.018025,-33.938713
AMPOL AMBARVALE,150.802472,-34.083785
BUDGET CAMPSIE,151.108753,-33.916148
BP SILVERWATER,151.046763,-33.837648
CALTEX WOOLWORTHS NORTH NARRABEEN,151.299765,-33.700918
CALTEX WOOLWORTHS GOULBURN SOUTH,149.691048,-34.771998
